cep,lat,lon,uf,distancia_km
Sub-bloco 402,-23.412336516216214,-46.56055485720178,SP,4.52
Sub-bloco 403,-23.412336516216214,-46.556463281001484,SP,4.3
Sub-bloco 404,-23.412336516216214,-46.55237170480119,SP,4.11
Sub-bloco 405,-23.412336516216214,-46.548280128600894,SP,3.96
Sub-bloco 406,-23.412336516216214,-46.54418855240059,SP,3.85
Sub-bloco 407,-23.412336516216214,-46.540096976200296,SP,3.78
Sub-bloco 408,-23.412336516216214,-46.5360054,SP,3.76
Sub-bloco 409,-23.412336516216214,-46.531913823799705,SP,3.78
Sub-bloco 410,-23.412336516216214,-46.52782224759941,SP,3.85
Sub-bloco 411,-23.412336516216214,-46.523730671399115,SP,3.96
Sub-bloco 412,-23.412336516216214,-46.51963909519881,SP,4.11
Sub-bloco 413,-23.412336516216214,-46.51554751899852,SP,4.3
Sub-bloco 414,-23.412336516216214,-46.51145594279822,SP,4.52
Sub-bloco 415,-23.412336516216214,-46.507364366597926,SP,4.76
Sub-bloco 416,-23.408582762462462,-46.56055485720178,SP,4.87
Sub-bloco 417,-23.408582762462462,-46.556463281001484,SP,4.67
Sub-bloco 418,-23.408582762462462,-46.55237170480119,SP,4.5
Sub-bloco 419,-23.408582762462462,-46.548280128600894,SP,4.36
Sub-bloco 420,-23.408582762462462,-46.54418855240059,SP,4.26
Sub-bloco 421,-23.408582762462462,-46.540096976200296,SP,4.19
Sub-bloco 422,-23.408582762462462,-46.5360054,SP,4.17
Sub-bloco 423,-23.408582762462462,-46.531913823799705,SP,4.19
Sub-bloco 424,-23.408582762462462,-46.52782224759941,SP,4.26
Sub-bloco 425,-23.408582762462462,-46.523730671399115,SP,4.36
Sub-bloco 426,-23.408582762462462,-46.51963909519881,SP,4.5
Sub-bloco 427,-23.408582762462462,-46.51554751899852,SP,4.67
Sub-bloco 428,-23.408582762462462,-46.51145594279822,SP,4.87
Sub-bloco 429,-23.404829008708706,-46.55237170480119,SP,4.89
Sub-bloco 430,-23.404829008708706,-46.548280128600894,SP,4.76
Sub-bloco 431,-23.404829008708706,-46.54418855240059,SP,4.67
Sub-bloco 432,-23.404829008708706,-46.540096976200296,SP,4.61
Sub-bloco 433,-23.404829008708706,-46.5360054,SP,4.59
Sub-bloco 434,-23.404829008708706,-46.531913823799705,SP,4.61
Sub-bloco 435,-23.404829008708706,-46.52782224759941,SP,4.67
Sub-bloco 436,-23.404829008708706,-46.523730671399115,SP,4.76
Sub-bloco 437,-23.404829008708706,-46.51963909519881,SP,4.89
